source,utt,tok_utt,season,episode,sr_number 
Phoebe,So what are they doing?,"[So, what, are, they, doing, ?]",3,6,1498
Ross,"I don't know, something girlie.","[I, do, n't, know, ,, something, girlie, .]",3,6,1499
Phoebe,"Hey, you're early.","[Hey, ,, you, 're, early, .]",3,6,1500
Monica,What are you doing with the lamp?,"[What, are, you, doing, with, the, lamp, ?]",3,6,1501
Phoebe,I'm just taking it to be re-wired.,"[I, 'm, just, taking, it, to, be, re, -, wired, .]",3,6,1502
Monica,"Oh, well don't take it to the same place you took the stereo, 'cause they've had that thing for over a week.","[Oh, ,, well, do, n't, take, it, to, the, same, place, you, took, the, stereo, ,, 'cause, they, 've, had, that, thing, for, over, a, week, .]",3,6,1503
Phoebe,"No, no, Mr. Heckles no one is making any noise up here.","[No, ,, no, ,, Mr., Heckles, no, one, is, making, any, noise, up, here, .]",3,6,1504
Mr. Heckles,You're disturbing my oboe practice.,"[You, 're, disturbing, my, oboe, practice, .]",3,6,1505
Phoebe,You don't play the oboe!,"[You, do, n't, play, the, oboe, !]",3,6,1506
Mr. Heckles,I could play the oboe!,"[I, could, play, the, oboe, !]",3,6,1507
Rachel,Ohhh! That is soo sweet!,"[Ohhh, !, That, is, soo, sweet, !]",3,12,1508
Mark,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.","[Okay, ,, okay, look, ,, I, know, I, 'm, being, Mr., Inappropriate, today, ,, but, it, 's, just, so, tough, ,, I, mean, see, you, walking, around, and, I, just, wanna, touch, you, and, hold, you, ,, come, on, no, one, 's, around, ,, just, ,, just, kiss, me, .]",3,12,1509
Ross,"All right that's, that's it!! Get off her!","[All, right, that, 's, ,, that, 's, it, !, !, Get, off, her, !]",3,12,1510
Mark,What is going on?,"[What, is, going, on, ?]",3,12,1511
Ross,What's going on?!  That's what's going on!!,"[What, 's, going, on, ?, !,  , That, 's, what, 's, going, on, !, !]",3,12,1512
Rachel,Ross!,"[Ross, !]",3,12,1513
Ross,I have been down in your store for twenty minutes trying to get a tie!,"[I, have, been, down, in, your, store, for, twenty, minutes, trying, to, get, a, tie, !]",3,12,1514
Ross,What do I have to do to get some service?!,"[What, do, I, have, to, do, to, get, some, service, ?, !]",3,12,1515
Ross,Hi Rach.,"[Hi, Rach, .]",3,12,1516
Mona,Ross?,"[Ross, ?]",8,5,1517
Ross,Yeah?,"[Yeah, ?]",8,5,1518
Mona,Hey it's Mona! From the wedding.,"[Hey, it, 's, Mona, !, From, the, wedding, .]",8,5,1519
Ross,Oh hi!,"[Oh, hi, !]",8,5,1520
Mona,Hi!,"[Hi, !]",8,5,1521
Ross,Wow! Uh...how are you?,"[Wow, !, Uh, ..., how, are, you, ?]",8,5,1522
Mona,"I'm good except umm, you still owe me a dance.","[I, 'm, good, except, umm, ,, you, still, owe, me, a, dance, .]",8,5,1523
Ross,"Oh that's right. Well uh, would you be interested in seeing a Ukrainian film?","[Oh, that, 's, right, ., Well, uh, ,, would, you, be, interested, in, seeing, a, Ukrainian, film, ?]",8,5,1524
Mona,Oh you're serious. Sure!,"[Oh, you, 're, serious, ., Sure, !]",8,5,1525
Ross,Great! Well umm,"[Great, !, Well, umm]",8,5,1526
Mona,I think I might need one more cup of coffee.,"[I, think, I, might, need, one, more, cup, of, coffee, .]",8,5,1527
Ross,"Sure! Uh, let me get it for ya.","[Sure, !, Uh, ,, let, me, get, it, for, ya, .]",8,5,1528
Mona,Okay.,"[Okay, .]",8,5,1529
Phoebe,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.","[Look, ,, I, feel, really, bad, about, how, I, freaked, you, out, before, ,, so, I, called, the, father, and, asked, him, to, meet, you, here, so, you, can, tell, him, .]",8,2,1530
Phoebe,Go!,"[Go, !]",8,2,1531
Rachel,"What? Hey wait a minute! Phoebe, how do you even know who the father is?","[What, ?, Hey, wait, a, minute, !, Phoebe, ,, how, do, you, even, know, who, the, father, is, ?]",8,2,1532
Phoebe,"I may play the fool at times, but I'm a little more than a pretty blond girl with an ass that won't quit.","[I, may, play, the, fool, at, times, ,, but, I, 'm, a, little, more, than, a, pretty, blond, girl, with, an, ass, that, wo, n't, quit, .]",8,2,1533
Phoebe,I believe this belongs to the father of your baby.,"[I, believe, this, belongs, to, the, father, of, your, baby, .]",8,2,1534
Rachel,"Oh God... Oh, he's in there right now?","[Oh, God, ..., Oh, ,, he, 's, in, there, right, now, ?]",8,2,1535
Phoebe,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,"[Uh, -, huh, ., Now, you, can, turn, around, or, you, can, go, in, there, and, rip, the, Band, -, Aid, off, ., What, to, you, want, to, do, ?]",8,2,1536
Rachel,"Uh, let's rip!","[Uh, ,, let, 's, rip, !]",8,2,1537
Phoebe,Really? Are you sure?,"[Really, ?, Are, you, sure, ?]",8,2,1538
Rachel,Oh Phoebe!,"[Oh, Phoebe, !]",8,2,1539
Phoebe,"Okay, sorry. Yeah.","[Okay, ,, sorry, ., Yeah, .]",8,2,1540
Tag,Hey Rach.,"[Hey, Rach, .]",8,2,1541
Phoebe,"Hey, thank you so much for these tickets, Chandler.","[Hey, ,, thank, you, so, much, for, these, tickets, ,, Chandler, .]",9,20,1542
Chandler,"Oh well, this was a really important experience for me, and    I wanted to share it with you.","[Oh, well, ,, this, was, a, really, important, experience, for, me, ,, and,    , I, wanted, to, share, it, with, you, .]",9,20,1543
Monica,"Oh, you're so wonderful.","[Oh, ,, you, 're, so, wonderful, .]",9,20,1544
Joey,"It can’t be me, I’m standing right here.","[It, ca, n’t, be, me, ,, I, ’m, standing, right, here, .]",9,1,1548
Mr. Geller,Wanna peek?,"[Wanna, peek, ?]",9,1,1549
Ross,No!,"[No, !]",9,1,1550
Mr. Geller,Come on!,"[Come, on, !]",9,1,1551
Joey,We’re not peeking?,"[We, ’re, not, peeking, ?]",9,1,1553
Mr. Geller,Well I’m peeking.  Oh my God!,"[Well, I, ’m, peeking, .,  , Oh, my, God, !]",9,1,1554
Chandler,"Hello sir, you know Monica.","[Hello, sir, ,, you, know, Monica, .]",9,1,1555
Joanna,Chandler is fantastic!!,"[Chandler, is, fantastic, !, !]",3,20,1556
Rachel,What?!,"[What, ?, !]",3,20,1557
Joanna,Y'know how people just click?,"[Y'know, how, people, just, click, ?]",3,20,1559
Joanna,"Like he came by to pick me up, and I opened the door, and it was just like, click!","[Like, he, came, by, to, pick, me, up, ,, and, I, opened, the, door, ,, and, it, was, just, like, ,, click, !]",3,20,1560
Joanna,Did he tell you?,"[Did, he, tell, you, ?]",3,20,1561
Joanna,"Oh, and he's got such a good heart! Doesn't he have a good heart?","[Oh, ,, and, he, 's, got, such, a, good, heart, !, Does, n't, he, have, a, good, heart, ?]",3,20,1563
Rachel,"Oh, I know...","[Oh, ,, I, know, ...]",3,20,1564
Joanna,"Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.","[Oh, ,, I, know, and, he, 's, soo, sweet, !, Listen, ,, he, said, he, was, going, to, call, ,, so, put, him, straight, through, .]",3,20,1565
Sophie,Isn't this great?!,"[Is, n't, this, great, ?, !]",3,20,1566
Joanna,Don't spoil it.,"[Do, n't, spoil, it, .]",3,20,1567
Ross,Hi.,"[Hi, .]",3,14,1568
Rachel,"Hi, sweetie!","[Hi, ,, sweetie, !]",3,14,1569
Ross,Hello.,"[Hello, .]",3,14,1570
Mark,"Hi, Ross.","[Hi, ,, Ross, .]",3,14,1571
Ross,"Yeah, huh.","[Yeah, ,, huh, .]",3,14,1572
Rachel,I?ve got some bad news.,"[I?ve, got, some, bad, news, .]",3,14,1573
Ross,What?,"[What, ?]",3,14,1574
Rachel,"I can get a quick bite to eat, but then I have to come back up here.","[I, can, get, a, quick, bite, to, eat, ,, but, then, I, have, to, come, back, up, here, .]",3,14,1575
Ross,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?","[Come, on, sweetie, !, You?ve, had, to, work, late, every, night, for, the, past, two, weeks, ,, what, is, it, this, time, ?]",3,14,1576
Ross,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?","[But, work, comes, first, !,  , Oh, hey, ,, but, that?s, sad, about, you, though, ,, what, happened, ?, Burn, out, ?, Burn, all, out, ,, did, ya, ?]",3,14,1578
Rachel,"Nooo, he?s leaving for a better job.","[Nooo, ,, he?s, leaving, for, a, better, job, .]",3,14,1579
Ross,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.","[Oh, well, that?s, great, ,, so, I, guess, this, is, ah, ,, this, is, good, bye, then, ., Huh, ?,  , Good, bye, .]",3,14,1580
Mark,"Okay, then.","[Okay, ,, then, .]",3,14,1581
Ross,Okay.,"[Okay, .]",3,14,1582
Rachel,Well we?re gonna miss you around here.,"[Well, we?re, gon, na, miss, you, around, here, .]",3,14,1583
Mark,"Yeah, me too.","[Yeah, ,, me, too, .]",3,14,1584
Mark,"So, see ya on Saturday.","[So, ,, see, ya, on, Saturday, .]",3,14,1585
Rachel,"Yeah, you bet.","[Yeah, ,, you, bet, .]",3,14,1586
Ross,Whazzup??,"[Whazzup, ?, ?]",9,12,1607
Chandler,"Seriously dude, 3 years ago.","[Seriously, dude, ,, 3, years, ago, .]",9,12,1608
Ross,"Listen, can you do me a favor?","[Listen, ,, can, you, do, me, a, favor, ?]",9,12,1609
Ross,I'm gonna be out today.,"[I, 'm, gon, na, be, out, today, .]",9,12,1610
Ross,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?","[Can, you,    , just, keep, an, eye, on, Joey, ,, make, sure, nothing, happens, between, him, and, Molly, ?]",9,12,1611
Chandler,You don't trust him?,"[You, do, n't, trust, him, ?]",9,12,1612
Ross,I think the check in is that way.,"[I, think, the, check, in, is, that, way, .]",5,24,1587
Rachel,Ahh.,"[Ahh, .]",5,24,1588
Joey,"Monica face it, Chandler is against marriage. And-and always will be!","[Monica, face, it, ,, Chandler, is, against, marriage, ., And, -, and, always, will, be, !]",6,25,1589
Monica,Well there's some people who do want to marry me.,"[Well, there, 's, some, people, who, do, want, to, marry, me, .]",6,25,1590
Joey,There are?,"[There, are, ?]",6,25,1591
Monica,Yeah! Richard!,"[Yeah, !, Richard, !]",6,25,1592
Joey,R-R-Richard said he wants to marry you?!  And-and Chandler's tellin' ya how much he hates marriage?!,"[R, -, R, -, Richard, said, he, wants, to, marry, you, ?, !,  , And, -, and, Chandler, 's, tellin, ', ya, how, much, he, hates, marriage, ?, !]",6,25,1593
Monica,That's right.,"[That, 's, right, .]",6,25,1594
Joey,Chandler,[Chandler],6,25,1595
Monica,You just told me that he hates marriage!,"[You, just, told, me, that, he, hates, marriage, !]",6,25,1596
Monica,That-that he's a-a complex fellow who's unlikely to take a wife!,"[That, -, that, he, 's, a, -, a, complex, fellow, who, 's, unlikely, to, take, a, wife, !]",6,25,1597
Monica,That-that he's against marriage and always will be!,"[That, -, that, he, 's, against, marriage, and, always, will, be, !]",6,25,1598
Joey,You got,"[You, got]",6,25,1599
Ross,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.","[You, know, you, probably, did, n't, know, this, ,, but, back, in, high, school, ,, I, had, a, ,, um, ,, major, crush, on, you, .]",1,1,1600
Rachel,I knew.,"[I, knew, .]",1,1,1601
Ross,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,"[You, did, !, Oh, ...., I, always, figured, you, just, thought, I, was, Monica, 's, geeky, older, brother, .]",1,1,1602
Rachel,I did.,"[I, did, .]",1,1,1603
Ross,Oh.,"[Oh, .]",1,1,1604
Ross,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here-but do you think it would be okay if I asked you out?","[Listen, ,, do, you, think-, and, try, not, to, let, my, intense, vulnerability, become, any, kind, of, a, factor, here, -, but, do, you, think, it, would, be, okay, if, I, asked, you, out, ?]",1,1,1605
Ross,Sometime?,"[Sometime, ?]",1,1,1606
Ross,Maybe?,"[Maybe, ?]",1,1,1607
Rachel,"Yeah, maybe...","[Yeah, ,, maybe, ...]",1,1,1608
Ross,"Okay... okay, maybe I will...","[Okay, ..., okay, ,, maybe, I, will, ...]",1,1,1609
Chandler,"Well, I just thought it'd make me feel good to do something nice for my friend.","[Well, ,, I, just, thought, it, 'd, make, me, feel, good, to, do, something, nice, for, my, friend, .]",4,7,1611
Joey,"Well, you're amazing.","[Well, ,, you, 're, amazing, .]",4,7,1612
Chandler,Oh no-no-no.,"[Oh, no, -, no, -, no, .]",4,7,1613
Joey,"A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?","[A, TV, as, if, it, appears, from, nowhere, !, That, 's, the, dream, !, Man, ,, how, did, you, afford, this, stuff, ?]",4,7,1614
Chandler,"Well, y'know I'm 29. I mean who needs a savings account.","[Well, ,, y'know, I, 'm, 29, ., I, mean, who, needs, a, savings, account, .]",4,7,1615
Joey,"Oh, you are the best friends anyone has ever had.","[Oh, ,, you, are, the, best, friends, anyone, has, ever, had, .]",4,7,1616
Chandler,"Oh, I don't know.","[Oh, ,, I, do, n't, know, .]",4,7,1617
Joey,"Oh-no-no-no, you are!","[Oh, -, no, -, no, -, no, ,, you, are, !]",4,7,1618
Joey,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that.","[You, do, this, ,, you, give, me, the, great, advice, ,, and, hey, listen, ,, I, was, thinking, about, what, you, said, yesterday, about, focusing, on, one, woman, ,, I, 'm, gon, na, do, that, .]",4,7,1619
Chandler,You mean with Casey.,"[You, mean, with, Casey, .]",4,7,1620
Joey,"No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool.","[No, -, no, -, no, ,, I, think, I, 'm, gon, na, see, how, things, go, with, Kathy, ., She, 's, pretty, cool, .]",4,7,1621
Chandler,Or Casey.,"[Or, Casey, .]",4,7,1622
Joey,"No-no, Kathy.","[No, -, no, ,, Kathy, .]",4,7,1623
Chandler,Could be Casey.,"[Could, be, Casey, .]",4,7,1624
Joey,"No. No, Kathy.","[No, ., No, ,, Kathy, .]",4,7,1625
Chandler,Consider Casey.,"[Consider, Casey, .]",4,7,1626
Joey,I think somebody's got a little crush on Casey.,"[I, think, somebody, 's, got, a, little, crush, on, Casey, .]",4,7,1628
Joey,How 'bout I fix you two up?,"[How, 'bout, I, fix, you, two, up, ?]",4,7,1629
Joey,What do you think?,"[What, do, you, think, ?]",4,7,1630
Chandler,That all the pieces of my life are falling right into place!,"[That, all, the, pieces, of, my, life, are, falling, right, into, place, !]",4,7,1631
Chandler,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?","[Hey, ,, anybody, got, a, length, of, rope, about, six, feet, long, with, a, little, nouse, at, the, end, ?]",3,11,1632
Monica,"Honey, what's the matter?","[Honey, ,, what, 's, the, matter, ?]",3,11,1633
Chandler,I just saw Janice.,"[I, just, saw, Janice, .]",3,11,1634
Singer,"'Cause every time I see your face, I can't help but fall from grace. I know.....","['Cause, every, time, I, see, your, face, ,, I, ca, n't, help, but, fall, from, grace, ., I, know, .....]",3,14,1635
Joey,Wow! This girl is good.,"[Wow, !, This, girl, is, good, .]",3,14,1636
Phoebe,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.","[Oh, -, ho, yeah, !, A, song, with, rhyming, words, ., Oo, ,, I, never, thought, of, that, before, .]",3,14,1637
Chandler,I like her.,"[I, like, her, .]",3,14,1638
Phoebe,Why? Because she can sing and play guitar and do both at the same time?,"[Why, ?, Because, she, can, sing, and, play, guitar, and, do, both, at, the, same, time, ?]",3,14,1639
Chandler,"Well, that's pretty much all I'm looking for from these people.","[Well, ,, that, 's, pretty, much, all, I, 'm, looking, for, from, these, people, .]",3,14,1640
Monica,Look at you. All jealous.,"[Look, at, you, ., All, jealous, .]",3,14,1641
Ross,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more","[Yeah, Pheebs, ,, come, on, ,, you, two, have, completely, different, styles, ., Y'know, ,, she, 's, more, .., y'know, ,, and, you, 're, more]",3,14,1642
Joey,Say you'll stay beside me,"[Say, you, 'll, stay, beside, me]",3,14,1643
Phoebe,"Okay, see, see, everyone else is happy she's done.","[Okay, ,, see, ,, see, ,, everyone, else, is, happy, she, 's, done, .]",3,14,1644
Singer,"Okay, my next song's called: Phoebe Buffay, What Can I Say.","[Okay, ,, my, next, song, 's, called, :, Phoebe, Buffay, ,, What, Can, I, Say, .]",3,14,1645
Singer,"I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.","[I, Really, Loved, When, We, Were, Singing, Partners, ,, And, I, Should, n't, Have, Left, You, That, Way, .]",3,14,1646
Phoebe,"Oh no, one of those 'look for the hidden meaning' songs.","[Oh, no, ,, one, of, those, ', look, for, the, hidden, meaning, ', songs, .]",3,14,1647
Ross,"Yes, hello.","[Yes, ,, hello, .]",5,24,1648
Ross,I have a question.,"[I, have, a, question, .]",5,24,1649
Ross,"Umm, I used your pen to draw on my friend's face.","[Umm, ,, I, used, your, pen, to, draw, on, my, friend, 's, face, .]",5,24,1650
Ross,A beard and a moustache.,"[A, beard, and, a, moustache, .]",5,24,1651
Ross,Thank you.,"[Thank, you, .]",5,24,1652
Ross,"No,","[No, ,]",5,24,1653
Rachel,What?! What else did he say?,"[What, ?, !, What, else, did, he, say, ?]",5,24,1654
Ross,"Umm, he said he thought I was funny.","[Umm, ,, he, said, he, thought, I, was, funny, .]",5,24,1655
Ross,"So... Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.","[So, ..., Okay, ,, look, -, look, umm, ,, let, 's, just, go, downstairs, ,, we, 'll, have, some, fun, ,, and, you, will, forget, all, about, it, .]",5,24,1656
Rachel,"Ross, no! There is","[Ross, ,, no, !, There, is]",5,24,1657
Ross,"Oh, come on! Rach, it's-it's not that bad.","[Oh, ,, come, on, !, Rach, ,, it's, -, it, 's, not, that, bad, .]",5,24,1658
Rachel,"Ross, I am a human doodle!!","[Ross, ,, I, am, a, human, doodle, !, !]",5,24,1659
Ross,"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!","[Look, ,, just, because, some, idiot, drew, on, your, face, does, n't, mean, you, should, n't, have, any, fun, !]",5,24,1660
Ross,"And besides, hey-hey-hey no one is even gonna","[And, besides, ,, hey, -, hey, -, hey, no, one, is, even, gon, na]",5,24,1662
Ross,"Okay, there was","[Okay, ,, there, was]",5,24,1663
Ross,Come on!,"[Come, on, !]",6,15,1664
Rachel,"Oh wait, don't you have to pay for your,  Busty Ladies?","[Oh, wait, ,, do, n't, you, have, to, pay, for, your, ,,  , Busty, Ladies, ?]",6,15,1665
Ross,"No, it's okay. Some-some kid asked me to pick it up for him, but I don't","[No, ,, it, 's, okay, ., Some, -, some, kid, asked, me, to, pick, it, up, for, him, ,, but, I, do, n't]",6,15,1666
Monica,Oh my God!!! What are you doing?!!,"[Oh, my, God, !, !, !, What, are, you, doing, ?, !, !]",3,6,1671
Joey,"You said, you wanna come in for some lemonade?","[You, said, ,, you, wanna, come, in, for, some, lemonade, ?]",3,6,1672
Monica,So?!,"[So, ?, !]",3,6,1673
Joey,"Whoa, ah!! We're you just gonna give me some lemonade?","[Whoa, ,, ah, !, !, We, 're, you, just, gon, na, give, me, some, lemonade, ?]",3,6,1674
Monica,Yeah huh!! Cover yourself up!,"[Yeah, huh, !, !, Cover, yourself, up, !]",3,6,1675
Joey,"Oh right, right.","[Oh, right, ,, right, .]",3,6,1676
Monica,"I don't believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?","[I, do, n't, believe, this, !, When, someone, asks, you, in, for, lemonade, ,, and, to, you, that, means, they, wanna, have, sex, ?]",3,6,1677
Joey,Well usually...yeah!,"[Well, usually, ..., yeah, !]",3,6,1678
Joey,"Well, not just lemonade, iced tea, sometimes juice.","[Well, ,, not, just, lemonade, ,, iced, tea, ,, sometimes, juice, .]",3,6,1679
Joey,"Well, sorry, I just, I thought you liked me.","[Well, ,, sorry, ,, I, just, ,, I, thought, you, liked, me, .]",3,6,1680
Joey,I'm such a jerk.,"[I, 'm, such, a, jerk, .]",3,6,1681
Monica,"It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.","[It, 's, okay, ., I, suppose, it, could, happen, to, anyone, ,, not, anyone, I, know, ,, but, ..., By, the, way, I, can, still, see, it, .]",3,6,1682
Rachel,Hmmm... this is so nice.,"[Hmmm, ..., this, is, so, nice, .]",1,7,1683
Ross,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.","[OK, ,, I, have, a, question, ., Well, ,, actually, ,, it, 's, not, so, much, a, question, as, .., more, of, a, general, wondering, ..., ment, .]",1,7,1684
Rachel,OK.,"[OK, .]",1,7,1685
Ross,"OK. Here goes. For a while now, I've been wanting to, um....","[OK, ., Here, goes, ., For, a, while, now, ,, I, 've, been, wanting, to, ,, um, ....]",1,7,1686
Rachel,Ohhh!!!!,"[Ohhh, !, !, !, !]",1,7,1687
Ross,"Yes, yes, that's right...","[Yes, ,, yes, ,, that, 's, right, ...]",1,7,1688
Rachel,"Oh, look at the little cat!","[Oh, ,, look, at, the, little, cat, !]",1,7,1689
Ross,What?  Ow!,"[What, ?,  , Ow, !]",1,7,1690
David,"Well, I was probably going to do it at some point.","[Well, ,, I, was, probably, going, to, do, it, at, some, point, .]",9,23,1691
Chandler,I didn't mean,"[I, did, n't, mean]",9,23,1692
David,It's brilliant!,"[It, 's, brilliant, !]",9,23,1694
David,"Goodbye Mike, we'll see you at the wedding, fella!","[Goodbye, Mike, ,, we, 'll, see, you, at, the, wedding, ,, fella, !]",9,23,1695
David,"well, we probably won't invite you to the wedding...","[well, ,, we, probably, wo, n't, invite, you, to, the, wedding, ...]",9,23,1696
David,"Thank you, Chandler.","[Thank, you, ,, Chandler, .]",9,23,1697
David,Sincerely.,"[Sincerely, .]",9,23,1698
Chandler,"Well, you're welcome! Glad I could help.","[Well, ,, you, 're, welcome, !, Glad, I, could, help, .]",9,23,1699
Chandler,"David, I'm pretending to","[David, ,, I, 'm, pretending, to]",9,23,1701
Phoebe,"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can't win if you don't ask any","[Okay, ,, you, have, 19, questions, left, ., Use, them, wisely, .,  , Come, on, Joey, !, You, ca, n't, win, if, you, do, n't, ask, any]",6,1,1702
Joey,What?!,"[What, ?, !]",6,1,1703
Phoebe,"Well, you promised me a fun road trip!","[Well, ,, you, promised, me, a, fun, road, trip, !]",6,1,1704
Phoebe,We've been on the road six hours and you've been asleep for five and a half!,"[We, 've, been, on, the, road, six, hours, and, you, 've, been, asleep, for, five, and, a, half, !]",6,1,1705
Phoebe,We are switching at the next rest stop and,"[We, are, switching, at, the, next, rest, stop, and]",6,1,1706
Joey,All right. All right.,"[All, right, ., All, right, .]",6,1,1707
Phoebe,Yeah! And until then you are going to sing to me because the radio's broken and you are selfish but have a nice voice.,"[Yeah, !, And, until, then, you, are, going, to, sing, to, me, because, the, radio, 's, broken, and, you, are, selfish, but, have, a, nice, voice, .]",6,1,1708
Joey,Really? I don't,"[Really, ?, I, do, n't]",6,1,1709
Phoebe,Sing!!,"[Sing, !, !]",6,1,1710
Hitchhiker,Morning!,"[Morning, !]",6,1,1712
1st Customer,Everything was delicious!,"[Everything, was, delicious, !]",9,19,1713
Monica,Thank you!,"[Thank, you, !]",9,19,1714
2nd Customer,It was. The duck in particular was superb.,"[It, was, ., The, duck, in, particular, was, superb, .]",9,19,1715
Monica,Thank you!    You haven't said anything...,"[Thank, you, !,    , You, have, n't, said, anything, ...]",9,19,1716
3rd Customer,Actually I do have one small complaint.,"[Actually, I, do, have, one, small, complaint, .]",9,19,1717
Monica,Oh..please!I-I welcome criticism.,"[Oh, .., please!I, -, I, welcome, criticism, .]",9,19,1718
3rd Customer,The musician right outside the restaurant...it's kind    of a mood-killer!,"[The, musician, right, outside, the, restaurant, ..., it, 's, kind,    , of, a, mood, -, killer, !]",9,19,1719
Monica,What musician?,"[What, musician, ?]",9,19,1720
Joey,We did?,"[We, did, ?]",1,9,1721
Monica,You owe me 20 bucks.,"[You, owe, me, 20, bucks, .]",1,9,1722
Rachel,Thank you. Thank you so much!,"[Thank, you, ., Thank, you, so, much, !]",1,9,1723
Monica,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.","[Chandler, ,, here, you, go, ,, got, your, traditional, Thanksgiving, feast, ,, you, got, your, tomato, soup, ,, your, grilled, cheese, fixin, 's, ,, and, your, family, size, bag, of, Funyuns, .]",1,9,1724
Rachel,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?","[Wait, ,, wait, ,, Chandler, ,, this, is, what, you, 're, havin', for, Thanksgiving, dinner, ?]",1,9,1725
Rachel,"What, what, what is it with you and this holiday?","[What, ,, what, ,, what, is, it, with, you, and, this, holiday, ?]",1,9,1726
Chandler,"All right, I'm nine years old.","[All, right, ,, I, 'm, nine, years, old, .]",1,9,1727
Ross,"Oh, I hate this story.","[Oh, ,, I, hate, this, story, .]",1,9,1728
Chandler,We just finished this magnificent Thanksgiving dinner.,"[We, just, finished, this, magnificent, Thanksgiving, dinner, .]",1,9,1729
Chandler,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.","[I, have, --, and, I, remember, this, part, vividly, --, a, mouthful, of, pumpkin, pie, ,, and, this, is, the, moment, my, parents, choose, to, tell, me, they, 're, getting, divorced, .]",1,9,1730
Rachel,Oh my god.,"[Oh, my, god, .]",1,9,1731
Chandler,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,"[Yes, ., It, 's, very, difficult, to, appreciate, a, Thanksgiving, dinner, once, you, 've, seen, it, in, reverse, .]",1,9,1732
Rachel,"Hey, who's this little naked guy?","[Hey, ,, who, 's, this, little, naked, guy, ?]",1,8,1733
Ross,That little naked guy would be me.,"[That, little, naked, guy, would, be, me, .]",1,8,1734
Rachel,"Aww, look at the little thing.","[Aww, ,, look, at, the, little, thing, .]",1,8,1735
Chandler,Who are those people?,"[Who, are, those, people, ?]",1,8,1737
Ross,Got me.,"[Got, me, .]",1,8,1738
Monica,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.","[Oh, ,, that, 's, Nana, ,, right, there, in, the, middle, .,  , ', Me, and, the, gang, at, Java, Joe, 's, ', .]",1,8,1739
Rachel,"Wow, Monica, you look just like your grandmother. How old was she there?","[Wow, ,, Monica, ,, you, look, just, like, your, grandmother, ., How, old, was, she, there, ?]",1,8,1740
Monica,"Let's see, 1939... yeah, 24, 25?","[Let, 's, see, ,, 1939, ..., yeah, ,, 24, ,, 25, ?]",1,8,1741
Ross,Looks like a fun gang.,"[Looks, like, a, fun, gang, .]",1,8,1742
Joey,"Ooh, look-look-look-look-look! I got Monica naked!","[Ooh, ,, look, -, look, -, look, -, look, -, look, !, I, got, Monica, naked, !]",1,8,1743
Tag,"So, what's this about?","[So, ,, what, 's, this, about, ?]",8,2,1745
Phoebe,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.","[Rachel, has, something, that, she, wants, to, tell, you, and, umm, ,, I, believe, that, this, is, your, red, sweater, .]",8,2,1746
Tag,No.  This is my red sweater.,"[No, .,  , This, is, my, red, sweater, .]",8,2,1747
Phoebe,Oh no. Could I get anyone a coffee or...poison? No? Just for me? Okay.,"[Oh, no, ., Could, I, get, anyone, a, coffee, or, ..., poison, ?, No, ?, Just, for, me, ?, Okay, .]",8,2,1748
Tag,What's going on Rach?,"[What, 's, going, on, Rach, ?]",8,2,1749
